id	labels	source	female translation	male translation	neutral translation	variants	all gender neutral pronouns
1.68648E+12	510505;target_only_gendered_pronoun;1 AGME;Positive 1	او بهتر از من شنا می‌کند.	She is a better swimmer than I.	He is a better swimmer than I.	They are a better swimmer than I.		They are a better swimmer than I.
1.68648E+12	510509;1 AGME;target_only_gendered_pronoun;Positive 1	چون مریض بود، نتوانست به مهمانی برود.	Because she was ill, she couldn't go to the party.	Because he was ill, he couldn't go to the party.	Because they were ill, they couldn't go to the party.		Because they were ill, they couldn't go to the party.
1.68648E+12	510512;0 AGMEs;source+target_gendered_noun;Negative 1B	من از خواهر بیمارم مراقبت کردم.			I took care of my sick sister.		I took care of my sick sister.
1.68648E+12	510542;Positive 1;target_only_gendered_pronoun;1 AGME;name	او عاشق تام است، نه من.	She loves Tom, not me.	He loves Tom, not me.	They love Tom, not me.		They love Tom, not me.
1.68648E+12	510545;target_only_gendered_pronoun;1 AGME;Positive 1	او برای مقاومت کردن خیلی پیر است.	She was too old to resist.	He was too old to resist.	They were too old to resist.		They were too old to resist.
1.68648E+12	510551;1 AGME;target_only_gendered_pronoun;Positive 1	او برای سه هفته در نیویورک ماند.	She stayed in New York for three weeks.	He stayed in New York for three weeks.	They stayed in New York for three weeks.		They stayed in New York for three weeks.
1.68648E+12	510561;Negative 1B;source+target_gendered_noun;0 AGMEs	برادرم می‌خواهد روزی به ماه برود.			My brother wants to go to the moon some day.		My brother wants to go to the moon some day.
1.68648E+12	510586;Positive 1;target_only_gendered_pronoun;1 AGME	او بر روی کاناپه خوابید، با چشمانی بسته.	She lay on a sofa, with her eyes closed.	He lay on a sofa, with his eyes closed.	They lay on a sofa, with their eyes closed.		They lay on a sofa, with their eyes closed.
1.68648E+12	510604;multi;Positive 5;target_only_gendered_pronoun;2 AGME	او برای همیشه عاشقش خواهد بود.	She will love her forever.	He will love him forever.	They will love them forever.	They will love him forever. | They will love her forever.| She will love them forever. | He will love them forever. | She will love him forever. | He will love her forever. |	They will love them forever.
1.68648E+12	510628;1 AGME;target_only_gendered_pronoun;Positive 1	از آن موقع به بعد ما او را ندیدیم.	Since then we have not seen her.	Since then we have not seen him.	Since then we have not seen them.		Since then we have not seen them.
1.68648E+12	510634;Positive 1;target_only_gendered_pronoun;1 AGME	برای او غیر ممکن است که آن را تا یک ساعت دیگر تمام کند.	It is impossible for her to finish it in an hour.	It is impossible for him to finish it in an hour.	It is impossible for them to finish it in an hour.		It is impossible for them to finish it in an hour.
1.68648E+12	510635;target_only_gendered_pronoun;1 AGME;Positive 1	تا قبل ار این هرگز از او چیزی نشنیده بودم.	I had never heard of her before that.	I have never heard of him before that.	I have never heard of them before that.		I have never heard of them before that.
1.68648E+12	510640;name;Negative 1B;source+target_gendered_noun;0 AGMEs	عمو باب ما را برای نهار دعوت کرد.			Uncle Bob invited us to have lunch.		Uncle Bob invited us to have lunch.
1.68648E+12	510648;Positive 1;target_only_gendered_pronoun;1 AGME	او برای حقوق کم من به من غر می‌زد.	She used to complain to me about my small salary.	He used to complain to me about my small salary.	They used to complain to me about my small salary.		They used to complain to me about my small salary.
1.68648E+12	513612;1 AGME;target_only_gendered_pronoun;Positive 1	او در خیابان بالا و پایین می‌رفت.	She was walking up and down the street.	He was walking up and down the street.	They were walking up and down the street.		They were walking up and down the street.
1.68648E+12	523323;target_only_gendered_pronoun;1 AGME;Positive 1	به نظر می‌رسد ذات نیک او التیام بخش مشکلات خانواده باشد.	Her good nature seems to fulfill the role of reducing the family's trouble.	His good nature seems to fulfill the role of reducing the family's trouble.	Their good nature seems to fulfill the role of reducing the family's trouble.		Their good nature seems to fulfill the role of reducing the family's trouble.
1.68648E+12	523324;Negative 1B;source+target_gendered_noun;0 AGMEs	روزی در مدرسه پسری با جثه معمولی را دیدم که با پسری کوچکتر رفتار خشونت‌آمیزی داشت. 			One day at school l saw a boy of medium size being mean to a smaller boy. 		One day at school l saw a boy of medium size being mean to a smaller boy. 
1.68648E+12	528863;Positive 1;target_only_gendered_pronoun;1 AGME	من سکوت او را نشانه رضایت می‌دانم.	I interpreted her silence as consent.	I interpreted his silence as consent.	I interpreted their silence as consent.		I interpreted their silence as consent.
1.68648E+12	536012;target_only_gendered_pronoun;1 AGME;Positive 1	او به ندرت یا تقریباً اصلاً قبل از یازده به رختخواب نمی‌رود.	She seldom, if ever, goes to bed before eleven.	He seldom, if ever, goes to bed before eleven.	They seldom, if ever, go to bed before eleven.		They seldom, if ever, go to bed before eleven.
1.68648E+12	538570;target_only_gendered_pronoun;1 AGME;Positive 1	او از گربه‌ها می‌ترسد.	She is afraid of cats.	He is afraid of cats.	They are afraid of cats.		They are afraid of cats.
1.68648E+12	538608;Positive 1;target_only_gendered_pronoun;1 AGME	او به قصد خواندن موسیقی به ایتالیا رفت.	She went to Italy to study music.	He went to Italy to study music.	They went to Italy to study music.		They went to Italy to study music.
1.68648E+12	554317;Positive 1;target_only_gendered_pronoun;1 AGME	یاد گرفتم که بدون او زندگی کنم.	I learned to live without her.	I learned to live without him.	I learned to live without them.		I learned to live without them.
1.68648E+12	554364;Positive 1;target_only_gendered_pronoun;1 AGME	به عبارت دیگر، او آدم تنبلی است.	In other words, she is a lazy person.	In other words, he is a lazy person.	In other words, they are lazy person.		In other words, they are lazy person.
1.68648E+12	554394;name;1 AGME;target_only_gendered_pronoun;Positive 1	از نظر کیت، او بیش از حد کار می‌کند.	From Kate's point of view, she works too much.	From Kate's point of view, he works too much.	From Kate's point of view, they work too much.		From Kate's point of view, they work too much.
1.68648E+12	554403;Negative 1B;0 AGMEs;source+target_gendered_noun	دیدم که مادرم کیک را پنهان کرد.			I saw my mother hide the cake.		I saw my mother hide the cake.
1.68648E+12	554407;Positive 1;target_only_gendered_pronoun;1 AGME	او بینی‌اش را روی پنجره فشار داد.	She pushed her nose against the window.	He pushed his nose against the window.	They pushed their nose against the window.		They pushed their nose against the window.
1.68648E+12	561482;target_only_gendered_pronoun;1 AGME;Positive 1	او در رفاه زندگی می‌کند.	She lives on welfare.	He lives on welfare.	They live on welfare.		They live on welfare.
1.68648E+12	563989;target_only_gendered_pronoun;Positive 1;1 AGME	هیچ حرفی نتواتست او را متقاعد کند.	No words could persuade her.	No words could persuade him.	No words could persuade them.		No words could persuade them.
1.68648E+12	563996;Positive 1;target_only_gendered_pronoun;1 AGME	هیچ حرفی نتوانست او را برانگیزد.	No words could motivate her.	No words could motivate him.	No words could motivate them.		No words could motivate them.
1.68648E+12	564011;Positive 1;target_only_gendered_pronoun;1 AGME	او همیشه چترش را گم می‌کند.	She is always losing her umbrella.	He is always losing his umbrella.	They are always losing their umbrella.		They are always losing their umbrella.
1.68648E+12	564188;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	او  کنار رفت تا آن خانم رد شود.	She stepped aside to let the lady pass.	He stepped aside to let the lady pass.	They stepped aside to let the lady pass.		They stepped aside to let the lady pass.
1.68648E+12	566325;Positive 1;target_only_gendered_pronoun;1 AGME	او با سگ شروع به صحبت  کرد.	She started talking to the dog.	He started talking to the dog.	They started talking to the dog.		They started talking to the dog.
1.68648E+12	588436;Positive 1;target_only_gendered_pronoun;1 AGME	او در به پایان رساندن کار سهمی داشت.	She had a hand in finishing the job.	He had a hand in finishing the job.	They had a hand in finishing the job.		They had a hand in finishing the job.
1.68648E+12	588437;target_only_gendered_pronoun;Positive 1;1 AGME	او نقشی در به پایان رساندن کار داشت.	She had a role in completing the job.	He had a role in completing the job.	They had a role in completing the job.		They had a role in completing the job.
1.68648E+12	588545;Positive 1;target_only_gendered_pronoun;1 AGME	او به سختی جان سالم به در برد.	She barely survived.	He barely survived.	They barely survived.		They barely survived.
1.68648E+12	588593;target_only_gendered_pronoun;name;1 AGME;Positive 1	او آهنگسازهای موسیقی کلاسیک مانند بتهون و باخ را دوست دارد.	She likes classical composers such as Beethoven and Bach.	He likes classical composers such as Beethoven and Bach.	They like classical composers such as Beethoven and Bach.		They like classical composers such as Beethoven and Bach.
1.68648E+12	588600;Positive 1;target_only_gendered_pronoun;1 AGME	قبلا او را دیده بودی؟	Have you met her before?	Have you met him before?	Have you met them before?		Have you met them before?
1.68648E+12	588641;Positive 1;target_only_gendered_pronoun;1 AGME	او همیشه بزدلی‌ نشان  می‌دهد.	She always shows cowardice.	He always shows cowardice.	They always show cowardice.		They always show cowardice.
1.68648E+12	588642;Positive 1;target_only_gendered_pronoun;1 AGME	او همیشه ترسو بودنش را نشان می‌دهد.	She always shows cowardice.	He always shows cowardice.	They always show cowardice.		They always show cowardice.
1.68648E+12	598021;Positive 1;target_only_gendered_pronoun;1 AGME	او می‌تواند ژاپنی صحبت کند.	She is able to speak Japanese.	He is able to speak Japanese.	They are able to speak Japanese.		They are able to speak Japanese.
1.68648E+12	622669;Positive 1;target_only_gendered_pronoun;1 AGME	من به او گفته‌ بودم که نمی‌توانم در این سفر همراهی‌اش کنم.	I had told her that I could not accompany her in this trip.	I had told him that I could not accompany him in this trip.	I had told them that I could not accompany them in this trip.		I had told them that I could not accompany them in this trip.
1.68648E+12	624590;target_only_gendered_pronoun;1 AGME;Positive 1	او تو را درک نمی‌کند.	She doesn't understand you.	He doesn't understand you.	They don't understand you.		They don't understand you.
1.68648E+12	625915;Negative 1B;source+target_gendered_noun;0 AGMEs	به خاطر می‌آورم که ملکه را ملاقات کردم.			I remember that I met the queen.		I remember that I met the queen.
1.68648E+12	634897;Positive 3;1 AGME;target_only_gendered_noun;1 AGME	همسر من دکتر است.	My wife is a doctor.	My husband is a doctor.	My spouse is a doctor.		My spouse is a doctor.
1.68648E+12	634900;1 AGME;target_only_gendered_pronoun;Positive 1;1 AGME	او توسط پلیس دستگیر شد.	She was arrested by the police.	He was arrested by the police.	They were arrested by the police.		They were arrested by the police.
1.68648E+12	634901;Positive 1;target_only_gendered_pronoun;1 AGME	او دستش را بالا برد تا تاکسی را متوقف کند.	She raised her hand to stop a taxi.	He raised his hand to stop a taxi.	They raised their hand to stop a taxi.		They raised their hand to stop a taxi.
1.68648E+12	563939;target_only_gendered_pronoun;1 AGME;Positive 1	ما به این نتیجه رسیدیم که باید به او کمک کنیم.	We came to the conclusion that we should help her.	We came to the conclusion that we should help him.	We came to the conclusion that we should help them.		We came to the conclusion that we should help them.
1.68648E+12	637961;Positive 1;target_only_gendered_pronoun;1 AGME	اگر شما بتوانید او را وادار سازید تا عضو کتابخانه شود، من به شما جایزه باارزشی خواهم داد.	If you can make her become a member of the library, I'll give you a valuable prize.	If you can make him become a member of the library, I'll give you a valuable prize.	If you can make them become a member of the library, I'll give you a valuable prize.		If you can make them become a member of the library, I'll give you a valuable prize.
1.68648E+12	640121;target_only_gendered_pronoun;Positive 1;1 AGME	او از توکیو به من زنگ زد.	She called me up from Tokyo.	He called me up from Tokyo.	They called me up from Tokyo.		They called me up from Tokyo.
1.68648E+12	640133;Positive 2;target_only_gendered_pronoun;2 AGMEs	او ترتیب کارها را داده تا او را به یک بیمارستان خوب ببرد.	She made arrangements to get her into a good hospital.	He made arrangements to get him into a good hospital.	They made arrangements to get them into a good hospital.	She made arrangements to get him into a good hospital. | He made arrangements to get her into a good hospital. | She made arrangements to get them into a good hospital. | He made arrangements to get them into a good hospital. | They made arrangements to get her into a good hospital. | They made arrangements to get him into a good hospital.	They made arrangements to get them into a good hospital.
1.68648E+12	640139;Negative 1B;source+target_gendered_noun;0 AGMEs	مادر کیک را به سه قسمت تقسیم کرد.			The mother divided the cake into three parts.		The mother divided the cake into three parts.
1.68648E+12	641195;Positive 1;target_only_gendered_pronoun;1 AGME	او از من شروع کرد.	She stared at me.	He stared at me.	They stared at me.		They stared at me.
1.68648E+12	644126;Positive 1;target_only_gendered_pronoun;1 AGME	او را برای عمل جراحی ببر.	Take her for surgery.	Take him for surgery.	Take them for surgery.		Take them for surgery.
1.68648E+12	644142;Positive 1;target_only_gendered_pronoun;1 AGME	از زمانی که در آشپزخانه زمین خورد، حواسش پرت است.	Ever since she fell in the kitchen, she hasn't been all there.	Ever since he fell in the kitchen, he hasn't been all there.	Ever since they fell in the kitchen, they haven't been all there.		Ever since they fell in the kitchen, they haven't been all there.
1.68648E+12	644144;Positive 1;target_only_gendered_pronoun;1 AGME	به حرفش گوش نکن.	Don't listen to her.	Don't listen to him.	Don't listen to them.		Don't listen to them.
1.68648E+12	644154;Positive 1;target_only_gendered_pronoun;1 AGME	او برای فندک دست به جیبش برد.	She felt in her pocket for her lighter.	He felt in his pocket for his lighter.	They felt in their pocket for their lighter.		They felt in their pocket for their lighter.
1.68648E+12	653804;Positive 1;target_only_gendered_pronoun;1 AGME	او مرا دیوانه می‌کند.	She drives me mad.	He drives me mad.	They drive me mad.		They drive me mad.
1.68648E+12	653945;Positive 1;target_only_gendered_pronoun;1 AGME	او از هیچ چیزی هراس ندارد.	She is not afraid of anything.	He is not afraid of anything.	They are not afraid of anything.		They are not afraid of anything.
1.68648E+12	654039;Positive 1;1 AGME;target_only_gendered_pronoun	من وادارش می‌کنم بیاید.	I will make her come.	I will make him come.	I will make them come.		I will make them come.
1.68648E+12	654638;target_only_gendered_pronoun;Positive 1;1 AGME	آنها صدایش را شنیدند که از پلکان داشت پایین می‌رفت.	They heard her come downstairs.	They heard him come downstairs.	They heard them come downstairs.		They heard them come downstairs.
1.68648E+12	654650;source+target_gendered_noun;0 AGMEs;Negative 1A	ممکن است بگویند که یک مرد را با دوستانی که دارد، می‌شناسند.			It may be said that a man is known by the company he keeps.		It may be said that a man is known by the company he keeps.
1.68648E+12	654672;target_only_gendered_pronoun;Positive 1;1 AGME	او کمی کند است، وگرنه شاگرد خوبی است.	She is a little slow; otherwise, she is a good student.	He is a little slow; otherwise, he is a good student.	They are a little slow; otherwise, they are good student.		They are a little slow; otherwise, they are good student.
1.68648E+12	655582;Positive 1;target_only_gendered_pronoun;1 AGME	او سه روز در آنجا ماند.	She stayed there for three days.	He stayed there for three days.	They stayed there for three days.		They stayed there for three days.
1.68648E+12	655790;Positive 1;target_only_gendered_pronoun;1 AGME	او از تیم اخراج شده بود.	She had been expelled from the team.	He had been expelled from the team.	They had been expelled from the team.		They had been expelled from the team.
1.68648E+12	656539;Positive 1;target_only_gendered_pronoun;1 AGME	او رازش را آشکار نساخت.	She didn't reveal her secret.	He didn't reveal his secret.	They didn't reveal their secret.		They didn't reveal their secret.
1.68648E+12	656554;Positive 1;target_only_gendered_pronoun;1 AGME	او در شرایط ترحم‌انگیزی است.	She is in a piteous state.	He is in a piteous state.	They are in a piteous state.		They are in a piteous state.
1.68648E+12	656631;Positive 1;target_only_gendered_pronoun;1 AGME	او می‌داند که زیبا به نظر می‌آید.	She knows she's looking pretty.	He knows he's looking pretty.	They know they're looking pretty.		They know they're looking pretty.
1.68648E+12	656682;Negative 1B;source+target_gendered_noun;0 AGMEs	مادرم تا چندی پیش در بیمارستان بوده است.			My mother has been in the hospital until recently.		My mother has been in the hospital until recently.
1.68648E+12	666595;Positive 1;target_only_gendered_pronoun;1 AGME	خانه او در کوهپایه است.	Her house is at the foot of a mountain.	His house is at the foot of a mountain.	Their house is at the foot of a mountain.		Their house is at the foot of a mountain.
1.68648E+12	667637;Negative 1B;source+target_gendered_noun;0 AGMEs	مامان اغلب می‌گفتند، که وقت پول است.			Mom often said time is money.		Mom often said time is money.
1.68648E+12	667739;Positive 1;target_only_gendered_pronoun;1 AGME	او مرغ را آن طور که من دوست دارم می‌پزد.	She cooks chicken the way I like.	He cooks chicken the way I like.	They cook chicken the way I like.		They cook chicken the way I like.
1.68648E+12	667757;Negative 1B;source+target_gendered_noun;0 AGMEs	من به خواهرم اجازه دادم تا از کامپیوتر نو ام استفاده کند.			I let my sister use my new computer.		I let my sister use my new computer.
1.68648E+12	667763;Positive 1;target_only_gendered_pronoun;1 AGME	او کی متولد شده است؟	When was she born?	When was he born?	When were they born?		When were they born?
1.68648E+12	667783;Positive 1;target_only_gendered_pronoun;1 AGME	ابتدا نتوانستم بفهمم چه گفت.	At first, I couldn't understand what she said.	At first, I couldn't understand what he said.	At first, I couldn't understand what they said.		At first, I couldn't understand what they said.
1.68648E+12	667802;Positive 1;target_only_gendered_pronoun;1 AGME	یک روز دیدمش.	One day I met her.	One day I met him.	One day I met them.		One day I met them.
1.68648E+12	667838;Positive 1;target_only_gendered_pronoun;1 AGME	او هیچ کس را نداشت که راهنمایی‌اش کند.	She had no one to turn to.	He had no one to turn to.	They had no one to turn to.		They had no one to turn to.
1.68648E+12	667847;name;target_only_gendered_pronoun;Positive 1;1 AGME	بتی او را کشت.	Betty killed her.	Betty killed him.	Betty killed them.		Betty killed them.
1.68648E+12	667849;Positive 1;target_only_gendered_pronoun;1 AGME	او نمی‌دانست کجا برود.	She did not know where to go.	He did not know where to go.	They did not know where to go.		They did not know where to go.
1.68648E+12	672817;1 AGME;target_only_gendered_pronoun;Positive 1	کتاب‌هایی را که داشتم به او دادم .	I gave her the books I had.	I gave him the books I had.	I gave them the books I had.		I gave them the books I had.
1.68648E+12	685109;Positive 1;target_only_gendered_pronoun;1 AGME	 به شما پاسخ مثبت یا منفی داد؟	Did she give you a positive or a negative response?	Did he give you a positive or a negative response?	Did they give you a positive or a negative response?		Did they give you a positive or a negative response?
1.68648E+12	686437;target_only_gendered_pronoun;Positive 1;1 AGME	تکنیک او بی‌همتا و کاملاً غیرقابل باور بود.	Her technique was unrivalled and completely unbelievable.	His technique was unrivalled and completely unbelievable.	Their technique was unrivalled and completely unbelievable.		Their technique was unrivalled and completely unbelievable.
1.68648E+12	688476;target_only_gendered_pronoun;Positive 1;1 AGME	نمی‌توانم نامش را به خاطر آورم.	I can't remember her name.	I can't remember his name.	I can't remember their name.		I can't remember their name.
1.68648E+12	689209;Positive 1;target_only_gendered_pronoun;1 AGME	نمی‌توانم اسمش را به یاد آورم.	I can't remember her name.	I can't remember his name.	I can't remember their name.		I can't remember their name.
1.68648E+12	691548;target_only_gendered_pronoun;1 AGME;Positive 1	به شدت به هیجان آمده بود.	She was terribly excited.	He was terribly excited.	They were terribly excited.		They were terribly excited.
1.68648E+12	694804;Positive 1;target_only_gendered_pronoun;1 AGME	او تمامی بطری شیر را نوشید.	She drank the whole bottle of milk.	He drank the whole bottle of milk.	They drank the whole bottle of milk.		They drank the whole bottle of milk.
1.68648E+12	696577;Positive 1;target_only_gendered_pronoun;1 AGME	اول نمی‌توانستم باورش کنم.	I wasn't able to believe her at first.	I wasn't able to believe him at first.	I wasn't able to believe them at first.		I wasn't able to believe them at first.
1.68648E+12	698086;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	اگر برادرم آنجا بود، می‌دانست چه کار کند.			If my brother had been there, he would have known what to do.		If my brother had been there, they would have known what to do.
1.68648E+12	699794;Positive 1;target_only_gendered_pronoun;1 AGME	هر کاری بکند برای من تفرقی ندارد.	Whatever she does, it makes no difference to me.	Whatever he does, it makes no difference to me.	Whatever they do, it makes no difference to me.		Whatever they do, it makes no difference to me.
1.68648E+12	700713;1 AGME;target_only_gendered_pronoun;Positive 1	او به زودی خواهد آمد.	She is coming shortly.	He is coming shortly.	They are coming shortly.		They are coming shortly.
1.68648E+12	700959;Negative 1B;source+target_gendered_noun;0 AGMEs	وقتی که بچه بودم، مادرم مرد.			My mother died when I was a kid.		My mother died when I was a kid.
1.68648E+12	704980;Positive 1;target_only_gendered_pronoun;0 AGMEs	او انگیزه دارد، به همین دلیل سخت کار می‌کند.	She has ambition, so she works hard.	He has ambition, so he works hard.	They have ambition, so they work hard.		They have ambition, so they work hard.
1.68648E+12	704995;Positive 1;target_only_gendered_pronoun;1 AGME	رمان‌نویس مستندات را برای کارش جمع‌آوری می‌کند.	The novelist gathered materials for her work.	The novelist gathered materials for his work.	The novelist gathered materials for their work.		The novelist gathered materials for their work.
1.68648E+12	705004;target_only_gendered_pronoun;Positive 1;1 AGME	او یک ذره هم بی‌تاب نبود.	She wasn't even a bit impatient.	He wasn't even a bit impatient.	They weren't even a bit impatient.		They weren't even a bit impatient.
1.68648E+12	705008;target_only_gendered_pronoun;Positive 1;1 AGME	همه با نظرش موافقت کردند.	Everybody agreed with her idea.	Everybody agreed with his idea.	Everybody agreed with their idea.		Everybody agreed with their idea.
1.68648E+12	705012;name;1 AGME;target_only_gendered_pronoun;Positive 2	ماری فقیر نیست برعکس، او کاملاً ثروتمند است.	Mary is not poor; on the contrary, she is quite rich.	Mary is not poor; on the contrary, he is quite rich.	Mary is not poor; on the contrary, they are quite rich.		Mary is not poor; on the contrary, they are quite rich.
1.68648E+12	705021;target_only_gendered_pronoun;Positive 1;1 AGME	او دارد برای امتحان آماده می‌شود.	She is preparing for the test.	He is preparing for the test.	They are preparing for the test.		They are preparing for the test.
1.68648E+12	705024;Positive 1;target_only_gendered_pronoun;1 AGME	او مقداری پول برای خود دارد.	She has some money of her own.	He has some money of his own.	They have some money of their own.		They have some money of their own.
1.68648E+12	705075;Positive 1;target_only_gendered_pronoun;1 AGME	فقط به این خاطر  که بی‌پول است به او بد نگاه نکن.	Don't look down on her merely because she is poor.	Don't look down on him merely because he is poor.	Don't look down on them merely because they are poor.		Don't look down on them merely because they are poor.
1.68648E+12	705477;1 AGME;Mixed;source+target_gendered_noun;target_only_gendered_pronoun	او هفت پسر دارد.	She has seven sons.	He has seven sons.	They have seven sons.		They have seven sons.
1.68648E+12	705500;target_only_gendered_pronoun;Positive 1;1 AGME	او به من آموخت که چگونه آن کلمه را تلفظ کنم.	She taught me how to pronounce the word.	He taught me how to pronounce the word.	They taught me how to pronounce the word.		They taught me how to pronounce the word.
1.68648E+12	705505;target_only_gendered_pronoun;Positive 5;2 AGMEs;multi	به او دشنام داد، به همین خاطر او عصبانی گشت.	She insulted her, that is why she got angry.	He insulted him, that is why he got angry.	They insulted them, that is why they got angry	She insulted him, that is why he got angry. | He insulted her, that is why she got angry. | He insulted them, that is why they got angry. | She insulted them, that is why they got angry. | They insulted him, that is why he got angry. | They insulted her, that is why she got angry.	They insulted them, that is why they got angry
1.68648E+12	705553;source+target_gendered_noun;Negative 1B;0 AGMEs	آن دختر که روسری دارد باکره است.			That girl who's wearing a scarf is a virgin.		That girl who's wearing a scarf is a virgin.
1.68648E+12	705557;Positive 3;source+target_gendered_noun;1 AGME	همسرم تازه میز را پاک کرده است.	My wife has just cleared the table.	My husband has just cleared the table.	My spouse has just cleared the table.		My spouse has just cleared the table.
1.68648E+12	706366;target_only_gendered_pronoun;Positive 1;1 AGME	او در مسابقه به مقام اول رسید.	She took first place in the race.	He took first place in the race.	They took first place in the race.		They took first place in the race.
1.68648E+12	506736;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	مطمئناً او مرد فقیری است با این حال شاد است.			He is a poor man, to be sure, but he is happy.		They are a poor man, to be sure, but they are happy.
1.68648E+12	401982;1 AGME;target_only_gendered_pronoun;Positive 1	او وانمود می‌‌کرد که صدای ریئسش را نمی‌شنود.	She pretended not to hear her boss.	He pretended not to hear his boss.	They pretended not to hear their boss.		They pretended not to hear their boss.
