id	labels	source	female translation	male translation	neutral translation	variants	all gender neutral pronouns
1685990000000	480825;1 AGME;Positive 1;target_only_gendered_pronoun	Onun böyle güzel bir teklifi reddetmesine şaşırdım.	I am surprised that she refused such a good offer.	I am surprised that he refused such a good offer.	I am surprised that they refused such a good offer.		I am surprised that they refused such a good offer.
1685990000000	478373;target_only_gendered_pronoun;1 AGME;Positive 1	Onun görünümünü çekici bulurum.	I find her appearance attractive.	I find his appearance attractive.	I find their appearance attractive.		I find their appearance attractive.
1685990000000	479249;1 AGME;target_only_gendered_pronoun;Positive 1	Onun geçen aydan beri hasta olduğunu duydum.	I've heard she has been ill since last month.	I've heard he has been ill since last month.	I've heard they have been ill since last month.		I've heard they have been ill since last month.
1.686E+12	854355;target_only_gendered_pronoun;1 AGME;Mixed;source+target_gendered_noun+pronoun	Onun kız yeğeni çekici ve yaşına göre olgundur.			Her niece is attractive and mature for her age.					
1686000000000	825591;source+target_gendered_noun;1 AGME;Mixed;target_only_gendered_noun	Bir polis, kızlara arabanın onlara ait olup olmadığını sordu.	A policewoman asked the girls if the car was theirs.	A policeman asked the girls if the car was theirs.	A police officer asked the girls if the car was theirs.		A police officer asked the girls if the car was theirs.
1686000000000	850458;source+target_gendered_noun+pronoun;Negative 2A;non-AGME-name;0 AGMEs;multi	Babası Ken'i hayli severdi,çünkü onun tek oğluydu.			Ken's father loved Ken all the more because he was his only son.		Ken's father loved Ken all the more because they were their only son.
1686000000000	851828;Negative 1A;source+target_gendered_noun+pronoun;non-AGME-name;0 AGMEs	Dün gece Bay A bugünkü toplantıya katılamayacağını söylemek için beni aradı.			Last night, Mr. A called me up to say he couldn't attend today's meeting.		Last night, Mr. A called me up to say they couldn't attend today's meeting.
1686000000000	636512;source+target_gendered_noun;multi;0 AGMEs;Negative 2B	Babam, senin anneni çok iyi tanır.			My father knows your mother very well.		My father knows your mother very well.
1686000000000	821924;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Babam ofisine genellikle otobüsle gider.			My father usually goes to his office by bus.		My father usually goes to their office by bus.
1686000000000	789856;source+target_gendered_noun+pronoun;Negative 1A;0 AGMEs	Annem dikiş işleriyle meşguldü.			My mom was busy with her sewing.		My mom was busy with their sewing.
1686000000000	818771;source+target_gendered_noun+pronoun;0 AGMEs;Negative 1A	Annem gözlerinde yaşlarla bana baktı.			My mother looked at me with tears in her eyes.		My mother looked at me with tears in their eyes.
1686000000000	852510;Negative 2B;source+target_gendered_noun;0 AGMEs;multi	Adam ve karısı dışarı fırladı.			Out rushed the man and his wife.		Out rushed the man and their wife.
1686000000000	858456;0 AGMEs;source+target_gendered_noun;Negative 2B;multi	Piyanoda oturan kız benim kızımdır.			The girl sitting at the piano is my daughter.		The girl sitting at the piano is my daughter.
1686000000000	851794;1 AGME;target_only_gendered_noun+pronoun;Mixed;source+target_gendered_noun	O çocuk şekerleme için annesine yalvardı.	The girl begged her mother for candy.	The boy begged his mother for candy.	The kid begged their mother for candy.		The kid begged their mother for candy.
1686000000000	851234;1 AGME;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_noun+pronoun;source+target_gendered_noun	Çocuk kelebeği gördüğünde, onu kovalamaya girişti, bitişikteki bayanla sohbet ederken ona sessiz kalmasını söyleyen annesini kızdırdı.	The girl, upon seeing a butterfly, proceeded to run after it, provoking the anger of her mother, who had ordered her to stay quiet while she gossiped with the lady next door.	The boy, upon seeing a butterfly, proceeded to run after it, provoking the anger of his mother, who had ordered him to stay quiet while she gossiped with the lady next door.	The kid, upon seeing a butterfly, proceeded to run after it, provoking the anger of their mother, who had ordered them to stay quiet while she gossiped with the lady next door.		The kid, upon seeing a butterfly, proceeded to run after it, provoking the anger of their mother, who had ordered them to stay quiet while they gossiped with the lady next door.
1686000000000	851396;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Adam bütün yolu yürümek istemedi; bu yüzden otobüse bindi.			The man didn't feel like walking all the way; so he took the bus.		The man didn't feel like walking all the way; so they took the bus.
1686000000000	856841;Positive 1;target_only_gendered_pronoun;1 AGME	Müzisyen kafasını salladı ve küçük piyanosunu bir kenara itti.	The musician shook her head and pushed her little piano away.	The musician shook his head and pushed his little piano away.	The musician shook their head and pushed their little piano away.		The musician shook their head and pushed their little piano away.
1686000000000	852248;target_only_gendered_noun;2 AGMEs;Positive 5;multi;target_only_gendered_pronoun	Zengin tüccar çocuğu evlatlık aldı ve onu mirasçısı yaptı.	The rich merchant adopted the girl and made her her heir.	The rich merchant adopted the boy and made him his heir.	The rich merchant adopted the kid and made them their heir.	The rich merchant adopted the boy and made him her heir.|The rich merchant adopted the boy and made him her heir.|The rich merchant adopted the girl and made her his heir.|The rich merchant adopted the kid and made them his heir.|The rich merchant adopted the girl and made her their heir.|The rich merchant adopted the boy and made him their heir.|	The rich merchant adopted the kid and made them their heir.
1686000000000	772149;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Güvenlik için kadın, değerli şeylerini bankada sakladı.			The woman kept her valuables in the bank for safety.		The woman kept their valuables in the bank for safety.
1686000000000	858698;1 AGME;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun	Babası vasiyetinde evi ona bıraktı.	Her father left her the house in his will.	His father left him the house in his will.	Their father left them the house in his will.		Their father left them the house in their will.
1686000000000	798800;target_only_gendered_noun;2 AGMEs;Positive 5;multi;target_only_gendered_pronoun	Eşi, bir baca gibi sigara içiyor.	Her wife smokes like a chimney.	His husband smokes like a chimney.	Their spouse smokes like a chimney.	Her husband smokes like a chimney.|Her spouse smokes like a chimney.|His wife smokes like a chimney.|His spouse smokes like a chimney.|Their wife smokes like a chimney.|Their husband smokes like a chimney.|	Their spouse smokes like a chimney.
1686000000000	812613;source+target_gendered_noun;1 AGME;Mixed;target_only_gendered_pronoun	O, annesi gibi güzel.	She is beautiful like her mother.	He is beautiful like his mother.	They are beautiful like their mother.		They are beautiful like their mother.
1686000000000	851320;target_only_gendered_noun;2 AGMEs;Positive 5;multi;target_only_gendered_pronoun	O, Mackintosh çocuğa yardım eder.	She helps the Mackintosh girl.	He helps the Mackintosh boy.	They help the Mackintosh kid.	She helps the Mackintosh boy.|She helps the Mackintosh kid.|He helps the Mackintosh girl.|He helps the Mackintosh kid.|They help the Mackintosh girl.|They help the Mackintosh boy.	They help the Mackintosh kid.
1686000000000	850242;target_only_gendered_noun;2 AGMEs;Positive 5;target_only_gendered_pronoun;multi	Kendi yaşamını riske atarak çocuğu kurtardı.	She saved the girl at the risk of her own life.	He saved the boy at the risk of his own life.	They saved the kid at the risk of their own life.	She saved the boy at the risk of her own life.|She saved the kid at the risk of her own life.|He saved the girl at the risk of his own life.|He saved the kid at the risk of his own life.|They saved the girl at the risk of their own life.|They saved the boy at the risk of their own life.	They saved the kid at the risk of their own life.
1686000000000	838245;target_only_gendered_noun;2 AGMEs;Positive 5;target_only_gendered_pronoun;multi	Onun Türk bir sevgilisi var.	She's got a Turkish boyfriend.	He's got a Turkish girlfriend.	They've got a Turkish date.	She's got a Turkish girlfriend.|He's got a Turkish boyfriend.|They've got a Turkish girlfriend.	They've got a Turkish date.
1686000000000	851224;1 AGME;name;Mixed;source+target_gendered_noun;target_only_gendered_pronoun	O Pablo ile evleneceğini açıkça ilan ettiğinde, neredeyse büyük annesine kalp krizi geçirtecekti, halasının gözlerini yuvasından fırlattıracaktı fakat küçük kız kardeşi gururla baktı.	When she openly declared she would marry Pablo, she almost gave her grandmother a heart attack and made her aunt's eyes burst out of their sockets; however, her little sister beamed with pride.	When he openly declared he would marry Pablo, he almost gave his grandmother a heart attack and made his aunt's eyes burst out of their sockets; however, his little sister beamed with pride.	When they openly declared they would marry Pablo, they almost gave their grandmother a heart attack and made their aunt's eyes burst out of their sockets; however, their little sister beamed with pride.		When they openly declared they would marry Pablo, they almost gave their grandmother a heart attack and made their aunt's eyes burst out of their sockets; however, their little sister beamed with pride.
1686090000000	1032228;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Bir insanın kalbi yaklaşık yumruğu kadar büyüktür.	A woman's heart is about as large as her fist.	A man's heart is about as large as his fist.	A person's heart is about as large as their fist.		A person's heart is about as large as their fist.
1686090000000	1032228;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Bir insanın değeri, onun neye sahip olduğuna değil, ne olduğuna bağlıdır.	A woman's worth lies in what she is, not in what she has.	A man's worth lies in what he is, not in what he has.	A person's worth lies in what they are, not in what they have.		A person's worth lies in what they are, not in what they have.
1686090000000	1032270;1 AGME;target_only_gendered_noun+pronoun;Positive 4	İnsan ne kadar zengin olursa olsun, boşta olmamalı.	No matter how rich a woman may be, she ought not to be idle.	No matter how rich a man may be, he ought not to be idle.	No matter how rich a person may be, they ought not to be idle.		No matter how rich a person may be, they ought not to be idle.
1686090000000	1032205;target_only_gendered_noun+pronoun;1 AGME;Positive 4	Polis vurularak öldürüldüğünde izinliydi.	The policewoman was off duty when she was shot to death.	The policeman was off duty when he was shot to death.	The police officer was off duty when they were shot to death.		The police officer was off duty when they were shot to death.
1686090000000	1032270;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Her insan kendi evinin efendisidir.	Every woman is master in her own house.	Every man is master in his own house.	Every person is master in their own house.		Every person is master in their own house.
1686090000000	1031812;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Ben onu diğer çocukların herhangi birinden daha çok seviyorum.	I love her more than any of the other girls.	I love him more than any of the other boys.	I love them more than any of the other kids.		I love them more than any of the other kids.
1686140000000	1034355;Positive 2;name;target_only_gendered_pronoun;1 AGME	Profesör White, geçen yıl ilk kitabını yayınlandı.	Professor White published her first book last year.	Professor White published his first book last year.	Professor White published their first book last year.		Professor White published their first book last year.
1686510000000	1237184;1 AGME;target_only_gendered_pronoun;name;Positive 2	Doğru, O Anthony.	That's right, she's Anthony.	That's right, he's Anthony.	That's right, they're Anthony.		That's right, they're Anthony.
1686510000000	1034955;1 AGME;target_only_gendered_pronoun;Positive 1	Patronu gerçeği öğrendiğinde yalan onun başını belaya soktu.	The lie got her in trouble when her boss found out the truth.	The lie got him in trouble when his boss found out the truth.	The lie got them in trouble when their boss found out the truth.		The lie got them in trouble when their boss found out the truth.
1686510000000	1034963;1 AGME;target_only_gendered_pronoun;Positive 1	Onun işi, bir tur otobüsü sürücülüğüdür.	Her job is driving a sight-seeing bus.	His job is driving a sight-seeing bus.	Their job is driving a sight-seeing bus.		Their job is driving a sight-seeing bus.
1686510000000	1034966;1 AGME;target_only_gendered_pronoun;Positive 1	Onun işi İngilizce öğretmektir.	Her job is to teach English.	His job is to teach English.	Their job is to teach English.		Their job is to teach English.
1686510000000	1034964;1 AGME;target_only_gendered_pronoun;Positive 1	Onun çalışması kabul edilebilir seviyedeydi ama mükemmel olmaktan uzaktı.	Her work was acceptable, but far from excellent.	His work was acceptable, but far from excellent.	Their work was acceptable, but far from excellent.		Their work was acceptable, but far from excellent.
1686510000000	1237275;name;1 AGME;Mixed;target_only_gendered_pronoun;source+target_gendered_noun	O, kız kardeşleriyle birlikte Jack'i ziyaret edeceğini söyledi.	She said that she would visit Jack with her sisters.	He said that he would visit Jack with his sisters.	They said that they would visit Jack with their sisters.		They said that they would visit Jack with their sisters.
1686510000000	1237280;1 AGME;target_only_gendered_pronoun;Positive 1;name	O, Simon ve Garfungel hitlerinden bir potpori söyledi.	She sang a medley of Simon and Garfunkel hits.	He sang a medley of Simon and Garfunkel hits.	They sang a medley of Simon and Garfunkel hits.		They sang a medley of Simon and Garfunkel hits.
1686520000000	1228992;1 AGME;target_only_gendered_pronoun;Positive 2;name	Jack gezisi hakkındaki hikayeleri ile beni sıkıyor.	Jack bores me with stories about her trip.	Jack bores me with stories about his trip.	Jack bores me with stories about their trip.		Jack bores me with stories about their trip.
1686520000000	1237243;1 AGME;target_only_gendered_pronoun;Positive 2;name	Jack asla yalan söylemediğini söyledi fakat yalan söylüyordu.	Jack said she had never told a lie, but she was lying.	Jack said he had never told a lie, but he was lying.	Jack said they had never told a lie, but they were lying.		Jack said they had never told a lie, but they were lying.
1686520000000	1237285;1 AGME;target_only_gendered_pronoun;Positive 2;name	Kollarını bağlamış olarak Jim tek başına oturuyordu.	Jim sat alone with her arms folded.	Jim sat alone with his arms folded.	Jim sat alone with their arms folded.		Jim sat alone with their arms folded.
1686520000000	1237614;1 AGME;target_only_gendered_pronoun;Positive 2;name	Jim haftada en az üç kez koşmaya gittiğini söylüyor.	Jim says she goes jogging at least three times a week.	Jim says he goes jogging at least three times a week.	Jim says they go jogging at least three times a week.		Jim says they go jogging at least three times a week.
1686520000000	1034511;target_only_gendered_noun;Positive 3;1 AGME	Kardeşim kullanılmış bir araba satın aldı, bu yüzden çok pahalı değildi.	My sister bought a used car, so it was not very expensive.	My brother bought a used car, so it was not very expensive.	My sibling bought a used car, so it was not very expensive.		My sibling bought a used car, so it was not very expensive.
1686520000000	522227;Positive 2;1 AGME;target_only_gendered_pronoun,name	Selda'nın konuşacak hiç kimsesi yok fakat o kendini yalnız hissetmiyor.	Selda has nobody to talk with, but she doesn't feel lonely.	Selda has nobody to talk with, but he doesn't feel lonely.	Selda has nobody to talk with, but they don't feel lonely.		Selda has nobody to talk with, but they don't feel lonely.
1686520000000	1237226;1 AGME;target_only_gendered_pronoun;Positive 2;name	Alice odasına koştu.	Alice rushed into her room.	Alice rushed into his room.	Alice rushed into their room.		Alice rushed into their room.
1686520000000	487283;1 AGME;Positive 2;target_only_gendered_pronoun;name	Anime yönetmeni Satoshi Kon, kırk yedinci doğum gününden kısa süre önce 24 Ağustos 2010 tarihinde pankreas kanserinden öldü.	Anime director Satoshi Kon died of pancreatic cancer on August 24, 2010, shortly before her 47th birthday.	Anime director Satoshi Kon died of pancreatic cancer on August 24, 2010, shortly before his 47th birthday.	Anime director Satoshi Kon died of pancreatic cancer on August 24, 2010, shortly before their 47th birthday.		Anime director Satoshi Kon died of pancreatic cancer on August 24, 2010, shortly before their 47th birthday.
1686520000000	674924;1 AGME;Positive 1;target_only_gendered_pronoun	Başmühendis, asistanı ile el ele araştırma yaptı.	The chief engineer did research hand in hand with her assistant.	The chief engineer did research hand in hand with his assistant.	The chief engineer did research hand in hand with their assistant.		The chief engineer did research hand in hand with their assistant.
1686520000000	1237287;Positive 2;target_only_gendered_pronoun;1 AGME;name	Betty bacak bacak üstünde sandalyede oturuyordu.	Betty sat in the chair with her legs crossed.	Betty sat in the chair with his legs crossed.	Betty sat in the chair with their legs crossed.		Betty sat in the chair with their legs crossed.
1686520000000	473761;Negative 1A;source+target_gendered_noun+pronoun;name;0 AGMEs	Batman hakkında bilmeniz gereken şey, onun süper kahraman olmasıdır.			The thing you have to know about Batman is, he's a superhero.		The thing you have to know about Batman is, they’re a superhero.
1686520000000	1237308;1 AGME;target_only_gendered_pronoun;Positive 1;name	Bob onu tekrar gördü.	Bob saw her again.	Bob saw him again.	Bob saw them again.		Bob saw them again.
1686520000000	1237261;1 AGME;target_only_gendered_pronoun;Positive 2;name	Caner ev ödevini yapacağını söyledi.	Caner said she would do her homework.	Caner said he would do his homework.	Caner said they would do their homework.		Caner said they would do their homework.
1686520000000	1228794;1 AGME;target_only_gendered_pronoun;Mixed;non-AGME-name;source+target_gendered_noun	O, nişanını Bayan Brown'a duyurdu.	She announced her engagement to Miss Brown.	He announced his engagement to Miss Brown.	They announced their engagement to Miss Brown.		They announced their engagement to Miss Brown.
1686520000000	522719;1 AGME;Positive 1;target_only_gendered_pronoun	Geçen yıl o şirket için çalışmaya başladı.	She began to work for that company last year.	He began to work for that company last year.	They began to work for that company last year.		They began to work for that company last year.
1686520000000	1228965;target_only_gendered_pronoun;Positive 1;1 AGME;name	O, zarar için Derya'yı suçladı.	She blamed Derya for the damage.	He blamed Derya for the damage.	They blamed Derya for the damage.		They blamed Derya for the damage.
1686520000000	523639;1 AGME;Positive 1;target_only_gendered_pronoun	Onun bir kedisi var.	She has a cat.	He has a cat. 	They have a cat.		They have a cat.
1686520000000	480677;2 AGMEs;Positive 5;target_only_gendered_pronoun;multi	Onu konsere davet etti.	She invited her to go to the concert.	He invited him to go to the concert.	They invited them to go to the concert.	She invited him to go to the concert.|She invited them to go to the concert.|He invited her to go to the concert.|He invited them to go to the concert.|They invited her to go to the concert.|They invited him to go to the concert.|	They invited them to go to the concert.
1686520000000	1237310;non-AGME-name;name;1 AGME;Mixed;target_only_gendered_pronoun;source+target_gendered_noun	Chris onun en sevdiği kızı, Kate'i gördü, Beth ile özel görüşüyordu.	Chris saw her favorite girl, Kate, having a private conversation with Beth.	Chris saw his favorite girl, Kate, having a private conversation with Beth.	Chris saw their favorite girl, Kate, having a private conversation with Beth.		Chris saw their favorite girl, Kate, having a private conversation with Beth.
1686520000000	528839;1 AGME;Positive 1;target_only_gendered_pronoun	O, bebeğine gülümsedi.	She smiled at her baby.	He smiled at her baby.	They smiled at their baby.		They smiled at their baby.
1686520000000	528859;1 AGME;Positive 1;target_only_gendered_pronoun	O, Fransızca kadar İspanyolca da konuşuyor.	She speaks Spanish as well as French.	He speaks Spanish as well as French.	They speak Spanish as well as French.		They speak Spanish as well as French.
1686520000000	1237256;1 AGME;target_only_gendered_pronoun;Positive 2;name	Tufan bütün gece dans edeceğini söyledi.	Tufan said she was going to dance all night.	Tufan said he was going to dance all night.	Tufan said they were going to dance all night.		Tufan said they were going to dance all night.
1686520000000	1228955;1 AGME;target_only_gendered_pronoun;Positive 2;name	Beth'in ebeveynlerinin ne zaman misafirleri olsa, o, yetişkinlerin konuşmasına katılmak ister.	Whenever Beth's parents have guests, she wants to join their adult talk.	Whenever Beth's parents have guests, he wants to join their adult talk.	Whenever Beth's parents have guests, they want to join their adult talk.		Whenever Beth's parents have guests, they want to join their adult talk.
1686520000000	1228983;Negative 1B;source+target_gendered_noun;non-AGME-name;0 AGMEs	Amcanız Bob, akşam yemeği için bizi davet etti.			Your uncle Bob invited us to have dinner.		Your uncle Bob invited us to have dinner.
1686520000000	585583;source+target_gendered_noun;1 AGME;Mixed;target_only_gendered_noun	Onun ana dili Fransızcadır.	French is her mother tongue.	French is his mother tongue.	French is their mother tongue.		French is their mother tongue.
1686520000000	1237266;1 AGME;target_only_gendered_pronoun;Positive 2;name	Henry daha fazla bekleyemeyeceğini söyledi.	Henry said that she couldn't wait any longer.	Henry said that he couldn't wait any longer.	Henry said that they couldn't wait any longer.		Henry said that they couldn't wait any longer.
1686520000000	522642;1 AGME;Positive 2;target_only_gendered_pronoun;name	Chris'i sevmiyorum çünkü o çok kaba ve duyarsız.	I dislike Chris because she is very rude and insensitive.	I dislike Chris because he is very rude and insensitive.	I dislike Chris because they are very rude and insensitive.		I dislike Chris because they are very rude and insensitive.
1686520000000	1237251;1 AGME;target_only_gendered_pronoun;Positive 2;name	Debby'ye merhaba dedim fakat o beni bütünüyle görmezlikten geldi.	I said hello to Debby but she totally ignored me.	I said hello to Debby but he totally ignored me.	I said hello to Debby but they totally ignored me.		I said hello to Debby but they totally ignored me.
1686520000000	1237300;Negative 2B;source+target_gendered_noun;0 AGMEs;name;multi	Beril'in annesi olduğunu düşündüğüm bir kadın gördüm.			I saw a woman who I thought was Beril's mother.		I saw a woman who I thought was Beril's mother.
1686520000000	1237336;target_only_gendered_pronoun;1 AGME;Positive 2;name	Geçen hafta Michel'i gördüm, o bir haftadır hastaymış.	I saw Michel last week, she'd been sick for a week.	I saw Michel last week, he'd been sick for a week.	I saw Michel last week, they'd been sick for a week.		I saw Michel last week, they'd been sick for a week.
1686897393158	1237831;non-AGME-name;0 AGMEs;Negative 2B;source+target_gendered_noun;multi	Kız kardeşimin oğlu Jimmy benim favori yeğenimdir.			My sister's son Jimmy is my favorite nephew.		My sister's son Jimmy is my favorite nephew.
1686897584300	1190379;Positive 2;name;target_only_gendered_pronoun;1 AGME	Sinan arkadaşlarından hiçbirinin onun bir uyuşturucu kaçakçısı olduğunu bilmesini istemiyordu.	Sinan didn't want any of her friends to know that she was a drug dealer.	Sinan didn't want any of his friends to know that he was a drug dealer.	Sinan didn't want any of their friends to know that they were a drug dealer.		Sinan didn't want any of their friends to know that they were a drug dealer.
1686898264686	1205781;1 AGME;Mixed;source+target_gendered_noun;target_only_gendered_pronoun	O, kadın arkadaşlık istedi.	She wanted female companionship.	He wanted female companionship.	They wanted female companionship.		They wanted female companionship.
1686898324711	1207679;target_only_gendered_pronoun;source+target_gendered_noun;Mixed;1 AGME	O, karımın bir arkadaşıdır.	She is a friend of my wife's.	He is a friend of my wife's.	They are a friend of my wife's.		They are a friend of my wife's.
1686898368255	1207722;Positive 1;target_only_gendered_pronoun;1 AGME	O benim iyi bir arkadaşımdır.	She is a good friend of mine.	He is a good friend of mine.	They are a good friend of mine.		They are a good friend of mine.
1686947283016	1219380;Positive 2;1 AGME;target_only_gendered_pronoun;name	Arkadaşım Kei güzel, ama başkalarına saygılı değil.	My friend Kei is beautiful, but she is not considerate to others.	My friend Kei is beautiful, but he is not considerate to others.	My friend Kei is beautiful, but they are not considerate to others.		My friend Kei is beautiful, but they are not considerate to others.
1686947404412	1074833;1 AGME;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;Mixed	O, onun annesi değil kız kardeşidir.	She's not her sister, but her mother.	She's not his sister, but his mother.	She's not their sister, but their mother.		They’re not their sister, but their mother.
